MatrixName,nrows,ncols,nnz,rowMean,rowStd,rowMin,rowMax,rowPRatio,rowTop1,rowTop2,rowTop3,rowTop4,rowTop5,rowTop10,rowTop50,rowTop100,rowTop200,rowTop300,rowHot10,rowHot20,rowHot30,rowHot40,rowHot50,rowHot60,rowHot70,rowHot80,rowHot90,colMean,colStd,colMin,colMax,colPRatio,colTop1,colTop2,colTop3,colTop4,colTop5,colTop10,colTop50,colTop100,colTop200,colTop300,colHot10,colHot20,colHot30,colHot40,colHot50,colHot60,colHot70,colHot80,colHot90,Best col_frac,Best hot_frac
email-Eu-core-temporal,1005,1005,24929,24.805,33.1231,0,333,0,13.4247,9.11108,8.9095,8.18384,8.10321,6.28906,3.6283,2.58013,1.65289,1.16912,0.0139303,0.0348259,0.0616915,0.0955224,0.138308,0.191045,0.256716,0.343284,0.464677,24.805,27.7702,0,211,0,8.50636,7.17598,6.77283,6.28906,6.16812,5.2812,3.30579,2.41887,1.61258,1.20943,0.0179104,0.0427861,0.0756219,0.116418,0.168159,0.228856,0.303483,0.4,0.531343,0,0
Emilia_923,923136,923136,41005206,44.4195,3.72074,15,57,3.8,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,0.0867662,0.185384,0.284094,0.382804,0.481514,0.580223,0.678934,0.777644,0.8784,44.4195,3.72074,15,57,3.8,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,1.28322,0.0867662,0.185384,0.284094,0.382804,0.481514,0.580223,0.678934,0.777644,0.8784,0,0
engine,143571,143571,4706073,32.7787,16.8792,9,159,17.6667,4.85071,4.85071,4.85071,4.85071,4.85071,4.66766,4.39309,4.21005,3.93548,3.75243,0.0329245,0.0780868,0.148944,0.246066,0.354605,0.468514,0.58991,0.71527,0.85185,32.7787,16.8792,9,159,17.6667,4.85071,4.85071,4.85071,4.85071,4.85071,4.66766,4.39309,4.21005,3.93548,3.75243,0.0329245,0.0780868,0.148944,0.246066,0.354605,0.468514,0.58991,0.71527,0.85185,0,0
enron,69244,69244,276143,3.98797,28.3188,0,1392,0,349.05,324.977,310.935,243.733,232.951,208.627,121.365,82.9996,58.4257,45.888,0.000534342,0.00151638,0.00297499,0.00501126,0.00811623,0.0124776,0.0188175,0.0290856,0.0512969,3.98797,16.5725,0,1394,0,349.551,334.757,191.075,170.262,168.005,134.906,53.1599,40.1207,27.3322,22.3171,0.00134308,0.00493906,0.0112501,0.0208682,0.0358154,0.0593553,0.102825,0.202025,0.487566,0,0
EPA,4772,4772,8965,1.87867,8.89949,0,175,0,93.1511,93.1511,87.2959,76.6501,72.3917,60.149,16.5011,9.58126,4.79063,3.19375,0.00125733,0.00314334,0.00586756,0.0102682,0.0178122,0.0295474,0.0481978,0.078793,0.142288,1.87867,3.88882,0,124,0,66.0042,43.1157,31.4052,28.7438,25.0177,18.0979,7.98438,5.85521,4.25834,3.19375,0.00481978,0.0173931,0.0360436,0.0637049,0.104778,0.162196,0.246228,0.384116,0.572087,0,0
epb0,1794,1794,7764,4.32776,2.97811,2,11,5.5,2.54173,2.54173,2.54173,2.54173,2.54173,2.54173,2.54173,2.54173,2.54173,0.693199,0.0395764,0.0791527,0.118172,0.157748,0.278149,0.42252,0.566332,0.710702,0.855072,4.32776,0.755241,2,6,3,1.3864,1.3864,1.3864,1.3864,1.3864,1.3864,1.3864,1.3864,1.3864,0.924266,0.0724638,0.14437,0.24136,0.349498,0.457637,0.566332,0.67447,0.782609,0.890747,0,0
epb1,14734,14734,95053,6.45127,0.577655,3,7,2.33333,1.08506,1.08506,1.08506,1.08506,1.08506,1.08506,1.08506,1.08506,1.08506,1.08506,0.0921678,0.184336,0.276503,0.368671,0.460839,0.565155,0.672662,0.780236,0.887743,6.45127,2.47708,3,9,3,1.39507,1.39507,1.39507,1.39507,1.39507,1.39507,1.39507,1.39507,1.39507,1.39507,0.0717388,0.14341,0.215081,0.286752,0.358423,0.430094,0.514999,0.676327,0.837587,0,0
epb2,25228,25228,175027,6.93781,6.38423,3,87,29,12.54,12.54,12.54,12.54,12.54,12.54,12.54,12.54,1.00896,1.00896,0.0225543,0.121651,0.220786,0.319883,0.418979,0.530165,0.64579,0.761416,0.877081,6.93781,6.44586,3,87,29,12.54,12.54,12.54,12.54,12.54,12.54,12.54,9.36895,6.91861,1.29724,0.0198192,0.0968765,0.173973,0.25107,0.328167,0.405224,0.494807,0.651776,0.825234,0,0
epb3,84617,84617,463625,5.4791,0.549513,3,6,2,1.09507,1.09507,1.09507,1.09507,1.09507,1.09507,1.09507,1.09507,1.09507,1.09507,0.0913292,0.182647,0.273964,0.365281,0.456599,0.558186,0.667762,0.77735,0.886926,5.4791,1.50006,3,7,2.33333,1.27758,1.27758,1.27758,1.27758,1.27758,1.27758,1.27758,1.27758,1.27758,1.27758,0.0782821,0.156552,0.234823,0.313093,0.391375,0.469646,0.588652,0.725623,0.862604,0,0
Erdos02,6927,6927,16944,2.44608,8.42203,0,507,0,207.27,25.7555,24.9379,24.529,20.4409,20.032,15.5351,12.2645,8.58516,5.31462,0.00375343,0.00996102,0.0180453,0.0281507,0.0422983,0.0710264,0.147972,0.309802,0.554353,2.44608,8.42203,0,507,0,207.27,25.7555,24.9379,24.529,20.4409,20.032,15.5351,12.2645,8.58516,5.31462,0.00375343,0.00996102,0.0180453,0.0281507,0.0422983,0.0710264,0.147972,0.309802,0.554353,0,0
Erdos971,472,472,2628,5.5678,6.68603,0,41,0,7.36377,7.18417,6.46575,6.28615,6.10654,5.02892,2.15525,1.43683,0.718417,0.359209,0.0169492,0.0381356,0.065678,0.101695,0.150424,0.216102,0.300847,0.40678,0.565678,5.5678,6.68603,0,41,0,7.36377,7.18417,6.46575,6.28615,6.10654,5.02892,2.15525,1.43683,0.718417,0.359209,0.0169492,0.0381356,0.065678,0.101695,0.150424,0.216102,0.300847,0.40678,0.565678,0,0
Erdos972,5488,5488,14170,2.582,5.94869,0,61,0,23.6251,23.2378,22.4632,21.3013,21.3013,19.3649,13.5554,10.457,6.58405,3.87297,0.00528426,0.0125729,0.0220481,0.0348032,0.0524781,0.0896501,0.177478,0.348943,0.607143,2.582,5.94869,0,61,0,23.6251,23.2378,22.4632,21.3013,21.3013,19.3649,13.5554,10.457,6.58405,3.87297,0.00528426,0.0125729,0.0220481,0.0348032,0.0524781,0.0896501,0.177478,0.348943,0.607143,0,0
Erdos981,485,485,2762,5.69485,6.82096,0,42,0,7.37509,7.19949,6.6727,6.32151,6.14591,5.09232,2.28277,1.40478,0.877987,0.351195,0.0164948,0.0371134,0.0639175,0.103093,0.152577,0.218557,0.301031,0.408247,0.56701,5.69485,6.82096,0,42,0,7.37509,7.19949,6.6727,6.32151,6.14591,5.09232,2.28277,1.40478,0.877987,0.351195,0.0164948,0.0371134,0.0639175,0.103093,0.152577,0.218557,0.301031,0.408247,0.56701,0,0
Erdos982,5822,5822,14750,2.53349,5.94783,0,61,0,24.0774,23.6827,22.8933,22.8933,21.7092,20.9197,14.2096,10.6572,7.10481,4.34183,0.00515287,0.0120234,0.0214703,0.0334936,0.0504981,0.08674,0.173308,0.345586,0.598935,2.53349,5.94783,0,61,0,24.0774,23.6827,22.8933,22.8933,21.7092,20.9197,14.2096,10.6572,7.10481,4.34183,0.00515287,0.0120234,0.0214703,0.0334936,0.0504981,0.08674,0.173308,0.345586,0.598935,0,0
Erdos991,492,492,2834,5.76016,6.86805,0,42,0,7.29146,7.11785,6.77064,6.42343,6.24982,5.03458,2.43049,1.38885,0.868031,0.520819,0.0162602,0.0386179,0.0650407,0.103659,0.152439,0.21748,0.302846,0.408537,0.571138,5.76016,6.86805,0,42,0,7.29146,7.11785,6.77064,6.42343,6.24982,5.03458,2.43049,1.38885,0.868031,0.520819,0.0162602,0.0386179,0.0650407,0.103659,0.152439,0.21748,0.302846,0.408537,0.571138,0,0
Erdos992,6100,6100,15030,2.46393,5.84394,0,61,0,24.7572,24.3513,24.3513,22.7279,22.322,20.2927,14.6108,10.9581,7.30539,4.4644,0.00508197,0.0119672,0.0209836,0.0327869,0.0493443,0.084918,0.170492,0.342295,0.588689,2.46393,5.84394,0,61,0,24.7572,24.3513,24.3513,22.7279,22.322,20.2927,14.6108,10.9581,7.30539,4.4644,0.00508197,0.0119672,0.0209836,0.0327869,0.0493443,0.084918,0.170492,0.342295,0.588689,0,0
eris1176,1176,1176,18552,15.7755,23.6702,2,99,49.5,6.27555,6.27555,6.27555,5.76843,5.76843,5.32471,5.07115,3.73997,1.39457,0.887451,0.0187075,0.0382653,0.0578231,0.079932,0.107143,0.135204,0.170918,0.258503,0.45068,15.7755,23.6702,2,99,49.5,6.27555,6.27555,6.27555,5.76843,5.76843,5.32471,5.07115,3.73997,1.39457,0.887451,0.0187075,0.0382653,0.0578231,0.079932,0.107143,0.135204,0.170918,0.258503,0.45068,0,0
eu-2005,862664,862664,19235140,22.2974,29.3334,0,6985,0,313.266,190.157,141.586,72.7888,72.7888,49.1986,32.2011,24.1284,21.5272,19.2848,0.0142072,0.0420743,0.0765941,0.119194,0.171531,0.23734,0.317688,0.423558,0.564213,22.2974,307.419,1,68922,68922,3091.04,2374.76,2331.04,2125.5,2097.24,1971.35,682.323,512.168,284.608,226.529,9.27E-05,0.00040572,0.00144089,0.00402706,0.0102218,0.0255592,0.068263,0.157251,0.304121,0,0
europe_osm,50912018,50912018,108109320,2.12345,0.479637,1,13,13,6.1221,6.1221,5.65117,5.65117,5.65117,5.65117,3.76745,3.29652,3.29652,2.82559,0.0641158,0.134898,0.236604,0.342776,0.448949,0.555122,0.661294,0.767467,0.87364,2.12345,0.479637,1,13,13,6.1221,6.1221,5.65117,5.65117,5.65117,5.65117,3.76745,3.29652,3.29652,2.82559,0.0641158,0.134898,0.236604,0.342776,0.448949,0.555122,0.661294,0.767467,0.87364,0,0
eurqsa,7245,7245,46142,6.36881,4.14607,3,37,12.3333,5.80957,5.80957,5.80957,5.80957,5.80957,5.80957,5.80957,4.39643,2.51224,1.57015,0.0207039,0.0782609,0.163699,0.254658,0.352519,0.458661,0.573361,0.700621,0.837957,6.36881,4.14607,3,37,12.3333,5.80957,5.80957,5.80957,5.80957,5.80957,5.80957,5.80957,4.39643,2.51224,1.57015,0.0207039,0.0782609,0.163699,0.254658,0.352519,0.458661,0.573361,0.700621,0.837957,0,0
EVA,8497,8497,6726,0.791573,8.93652,0,552,0,697.345,363.832,264.031,223.605,185.706,138.964,29.0561,11.3698,5.05323,3.78992,0.000235377,0.000588443,0.00117689,0.00223608,0.00400141,0.00706132,0.0145934,0.0328351,0.0800282,0.791573,0.539799,0,6,0,7.57984,6.31653,6.31653,6.31653,6.31653,5.05323,3.78992,2.52661,2.52661,2.52661,0.0341297,0.110157,0.189243,0.268448,0.347534,0.426739,0.505943,0.58503,0.664234,0,0
EX1,560,560,8736,15.6,1.57117,12,18,1.5,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.02564,1.02564,1.02564,0.0875,0.175,0.271429,0.369643,0.466071,0.564286,0.6625,0.769643,0.882143,15.6,1.57117,12,18,1.5,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.02564,1.02564,1.02564,0.0875,0.175,0.271429,0.369643,0.466071,0.564286,0.6625,0.769643,0.882143,0,0
ex1,216,216,4352,20.1481,8.92595,8,49,6.125,2.43199,2.43199,2.33272,2.28309,2.28309,2.03493,1.24081,0.992647,0.496324,0,0.0462963,0.101852,0.166667,0.24537,0.337963,0.435185,0.541667,0.666667,0.819444,20.1481,8.92595,8,49,6.125,2.43199,2.43199,2.33272,2.28309,2.28309,2.03493,1.24081,0.992647,0.496324,0,0.0462963,0.101852,0.166667,0.24537,0.337963,0.435185,0.541667,0.666667,0.819444,0,0
ex10,2410,2410,54840,22.7552,11.4836,6,50,8.33333,2.1973,2.1973,2.1973,2.1973,2.1973,2.1973,2.1973,2.1973,1.75784,1.75784,0.0456432,0.0950207,0.157676,0.23361,0.309544,0.39834,0.50166,0.626141,0.776349,22.7552,11.4836,6,50,8.33333,2.1973,2.1973,2.1973,2.1973,2.1973,2.1973,2.1973,2.1973,1.75784,1.75784,0.0456432,0.0950207,0.157676,0.23361,0.309544,0.39834,0.50166,0.626141,0.776349,0,0
ex10hs,2548,2548,57308,22.4914,11.3005,4,50,12.5,2.22308,2.22308,2.22308,2.22308,2.22308,2.22308,2.22308,2.22308,1.77846,1.77846,0.0451334,0.094584,0.158948,0.233909,0.309262,0.399922,0.50314,0.629513,0.779435,22.4914,11.3005,4,50,12.5,2.22308,2.22308,2.22308,2.22308,2.22308,2.22308,2.22308,2.22308,1.77846,1.77846,0.0451334,0.094584,0.158948,0.233909,0.309262,0.399922,0.50314,0.629513,0.779435,0,0
ex11,16614,16614,1096948,66.0255,16.2319,14,90,6.42857,1.36311,1.36311,1.36311,1.36311,1.36311,1.36311,1.2268,1.2268,1.2268,1.2268,0.0813772,0.162875,0.244372,0.326351,0.409715,0.50006,0.592693,0.700253,0.832671,66.0255,16.2319,14,90,6.42857,1.36311,1.36311,1.36311,1.36311,1.36311,1.36311,1.2268,1.2268,1.2268,1.2268,0.0813772,0.162875,0.244372,0.326351,0.409715,0.50006,0.592693,0.700253,0.832671,0,0
ex12,3973,3973,80211,20.189,7.83303,7,37,5.28571,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,0.0546187,0.109237,0.172665,0.268814,0.364964,0.464133,0.57035,0.678832,0.819532,20.189,7.83303,7,37,5.28571,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,1.83268,0.0546187,0.109237,0.172665,0.268814,0.364964,0.464133,0.57035,0.678832,0.819532,0,0
ex13,2568,2568,75628,29.4502,11.3707,10,50,5,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,0.05919,0.117991,0.17796,0.262072,0.360202,0.458333,0.556464,0.66433,0.819315,29.4502,11.3707,10,50,5,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,1.69778,0.05919,0.117991,0.17796,0.262072,0.360202,0.458333,0.556464,0.66433,0.819315,0,0
ex14,3251,3251,66775,20.5398,7.79003,7,37,5.28571,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,0.0556752,0.111043,0.175331,0.273147,0.370963,0.469086,0.577053,0.685943,0.820671,20.5398,7.79003,7,37,5.28571,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,1.80138,0.0556752,0.111043,0.175331,0.273147,0.370963,0.469086,0.577053,0.685943,0.820671,0,0
ex15,6867,6867,98671,14.3689,4.37327,4,18,4.5,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,0.0799476,0.15975,0.239551,0.319353,0.399155,0.479103,0.559924,0.667977,0.827727,14.3689,4.37327,4,18,4.5,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,0.0799476,0.15975,0.239551,0.319353,0.399155,0.479103,0.559924,0.667977,0.827727,0,0
ex18,5773,5773,71805,12.4381,4.81048,1,18,18,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,0.0691148,0.13823,0.207345,0.276459,0.348865,0.423523,0.538368,0.676598,0.814828,12.4381,4.81048,1,18,18,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,1.44717,0.0691148,0.13823,0.207345,0.276459,0.348865,0.423523,0.538368,0.676598,0.814828,0,0
ex19,12005,12005,259879,21.6476,12.2864,1,50,50,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,0.0433153,0.0867972,0.149188,0.221324,0.293544,0.378676,0.476801,0.605165,0.749438,21.6476,12.2864,1,50,50,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,2.30973,0.0433153,0.0867972,0.149188,0.221324,0.293544,0.378676,0.476801,0.605165,0.749438,0,0
ex2,441,441,26839,60.8594,25.5917,28,125,4.46429,2.05391,2.05391,2.05391,2.05391,2.05391,2.05391,1.64313,1.23235,0.985879,0.739409,0.0498866,0.108844,0.172336,0.253968,0.337868,0.433107,0.539683,0.664399,0.802721,60.8594,25.5917,28,125,4.46429,2.05391,2.05391,2.05391,2.05391,2.05391,2.05391,1.64313,1.23235,0.985879,0.739409,0.0498866,0.108844,0.172336,0.253968,0.337868,0.433107,0.539683,0.664399,0.802721,0,0
EX2,560,560,8736,15.6,1.57117,12,18,1.5,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.02564,1.02564,1.02564,0.0875,0.175,0.271429,0.369643,0.466071,0.564286,0.6625,0.769643,0.882143,15.6,1.57117,12,18,1.5,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.15385,1.02564,1.02564,1.02564,0.0875,0.175,0.271429,0.369643,0.466071,0.564286,0.6625,0.769643,0.882143,0,0
ex20,2203,2203,69981,31.7662,15.4095,8,67,8.375,2.10916,2.10916,2.10916,2.10916,2.10916,2.10916,2.10916,1.95176,1.95176,1.66844,0.0485701,0.0998638,0.154789,0.231956,0.318202,0.406264,0.503404,0.643668,0.806627,31.7662,15.4095,8,67,8.375,2.10916,2.10916,2.10916,2.10916,2.10916,2.10916,2.10916,1.95176,1.95176,1.66844,0.0485701,0.0998638,0.154789,0.231956,0.318202,0.406264,0.503404,0.643668,0.806627,0,0
ex21,656,656,19144,29.1829,14.4025,6,62,10.3333,2.12453,2.12453,2.12453,2.12453,2.12453,2.12453,2.12453,1.40493,1.2336,0.890932,0.0472561,0.0960366,0.153963,0.234756,0.315549,0.400915,0.507622,0.647866,0.801829,29.1829,14.4025,6,62,10.3333,2.12453,2.12453,2.12453,2.12453,2.12453,2.12453,2.12453,1.40493,1.2336,0.890932,0.0472561,0.0960366,0.153963,0.234756,0.315549,0.400915,0.507622,0.647866,0.801829,0,0
ex22,839,839,22715,27.0739,13.5639,8,62,7.75,2.29003,2.29003,2.29003,2.29003,2.29003,2.29003,2.10535,1.92067,1.32969,1.10808,0.045292,0.0953516,0.152563,0.228844,0.309893,0.399285,0.508939,0.644815,0.79857,27.0739,13.5639,8,62,7.75,2.29003,2.29003,2.29003,2.29003,2.29003,2.29003,2.10535,1.92067,1.32969,1.10808,0.045292,0.0953516,0.152563,0.228844,0.309893,0.399285,0.508939,0.644815,0.79857,0,0
ex23,1409,1409,43703,31.017,14.7838,8,67,8.375,2.1601,2.1601,2.1601,2.1601,2.1601,2.1601,1.9989,1.9989,1.6765,1.22513,0.0489709,0.0986515,0.156139,0.236338,0.322214,0.408801,0.509581,0.650816,0.811923,31.017,14.7838,8,67,8.375,2.1601,2.1601,2.1601,2.1601,2.1601,2.1601,1.9989,1.9989,1.6765,1.22513,0.0489709,0.0986515,0.156139,0.236338,0.322214,0.408801,0.509581,0.650816,0.811923,0,0
ex24,2283,2283,48737,21.3478,8.42399,9,46,5.11111,2.15479,2.15479,2.15479,2.15479,2.15479,2.0611,1.96742,1.96742,1.7332,1.7332,0.0512484,0.109067,0.170828,0.25668,0.3583,0.459921,0.567236,0.679807,0.823478,21.3478,8.42399,9,46,5.11111,2.15479,2.15479,2.15479,2.15479,2.15479,2.0611,1.96742,1.96742,1.7332,1.7332,0.0512484,0.109067,0.170828,0.25668,0.3583,0.459921,0.567236,0.679807,0.823478,0,0
ex25,848,848,24612,29.0236,14.5246,6,62,10.3333,2.13619,2.13619,2.13619,2.13619,2.13619,2.13619,2.13619,1.79165,1.24037,1.20592,0.0471698,0.0955189,0.150943,0.232311,0.3125,0.397406,0.504717,0.643868,0.79717,29.0236,14.5246,6,62,10.3333,2.13619,2.13619,2.13619,2.13619,2.13619,2.13619,2.13619,1.79165,1.24037,1.20592,0.0471698,0.0955189,0.150943,0.232311,0.3125,0.397406,0.504717,0.643868,0.79717,0,0
ex26,2163,2163,94033,43.4734,22.5764,7,136,19.4286,3.12835,3.12835,3.12835,3.12835,3.12835,3.10535,2.00122,2.00122,1.88621,1.7712,0.047619,0.0984743,0.153491,0.228849,0.313916,0.40037,0.491447,0.610726,0.760518,43.4734,22.5764,7,136,19.4286,3.12835,3.12835,3.12835,3.12835,3.12835,3.10535,2.00122,2.00122,1.88621,1.7712,0.047619,0.0984743,0.153491,0.228849,0.313916,0.40037,0.491447,0.610726,0.760518,0,0
ex27,974,974,40782,41.8706,27.4513,9,206,22.8889,4.91992,4.91992,4.91992,4.89603,4.70497,2.9615,2.19724,1.91065,1.33745,1.19415,0.0328542,0.0800821,0.13347,0.202259,0.279261,0.364476,0.458932,0.580082,0.738193,41.8706,27.4513,9,206,22.8889,4.91992,4.91992,4.91992,4.89603,4.70497,2.9615,2.19724,1.91065,1.33745,1.19415,0.0328542,0.0800821,0.13347,0.202259,0.279261,0.364476,0.458932,0.580082,0.738193,0,0
ex28,2603,2603,77781,29.8813,14.8098,9,62,6.88889,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,1.74022,0.0484057,0.0964272,0.152132,0.23204,0.315021,0.398771,0.502881,0.643488,0.800615,29.8813,14.8098,9,62,6.88889,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,2.07488,1.74022,0.0484057,0.0964272,0.152132,0.23204,0.315021,0.398771,0.502881,0.643488,0.800615,0,0
ex29,2870,2870,23754,8.27666,2.03851,1,9,9,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,0.0919861,0.183972,0.275958,0.367944,0.45993,0.551916,0.643902,0.735889,0.827875,8.27666,2.03851,1,9,9,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,1.0874,0.0919861,0.183972,0.275958,0.367944,0.45993,0.551916,0.643902,0.735889,0.827875,0,0
EX3,2600,2600,71760,27.6,1.62481,24,30,1.25,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,0.0923077,0.184231,0.281538,0.38,0.478846,0.577308,0.677692,0.783846,0.89,27.6,1.62481,24,30,1.25,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,0.0923077,0.184231,0.281538,0.38,0.478846,0.577308,0.677692,0.783846,0.89,0,0
ex3,1821,1821,52685,28.9319,11.4591,8,62,7.75,2.14296,2.14296,2.14296,2.14296,1.7282,1.7282,1.7282,1.7282,1.7282,1.55538,0.0576606,0.115321,0.176277,0.259198,0.355848,0.451949,0.5486,0.661175,0.815486,28.9319,11.4591,8,62,7.75,2.14296,2.14296,2.14296,2.14296,1.7282,1.7282,1.7282,1.7282,1.7282,1.55538,0.0576606,0.115321,0.176277,0.259198,0.355848,0.451949,0.5486,0.661175,0.815486,0,0
ex31,3909,3909,115357,29.5106,16.5975,9,75,8.33333,2.54146,2.54146,2.54146,2.54146,2.54146,2.54146,2.54146,2.54146,2.10094,2.10094,0.041187,0.0887695,0.143003,0.209261,0.291123,0.374009,0.478127,0.609619,0.769506,29.5106,16.5975,9,75,8.33333,2.54146,2.54146,2.54146,2.54146,2.54146,2.54146,2.54146,2.54146,2.10094,2.10094,0.041187,0.0887695,0.143003,0.209261,0.291123,0.374009,0.478127,0.609619,0.769506,0,0
ex32,1159,1159,11343,9.78689,2.48696,3,13,4.33333,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,0.0759275,0.150992,0.226057,0.302847,0.400345,0.506471,0.615186,0.7239,0.832614,9.78689,2.48696,3,13,4.33333,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,1.32831,0.0759275,0.150992,0.226057,0.302847,0.400345,0.506471,0.615186,0.7239,0.832614,0,0
ex33,1733,1733,22189,12.8038,4.2261,4,18,4.5,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,0.0715522,0.142527,0.214657,0.289671,0.365263,0.44951,0.552222,0.683208,0.825736,12.8038,4.2261,4,18,4.5,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,1.40583,0.0715522,0.142527,0.214657,0.289671,0.365263,0.44951,0.552222,0.683208,0.825736,0,0
ex35,19716,19716,228208,11.5748,4.47916,1,18,18,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,0.0643132,0.128626,0.19294,0.259485,0.329377,0.443498,0.572124,0.7007,0.829326,11.5748,4.47916,1,18,18,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,1.55511,0.0643132,0.128626,0.19294,0.259485,0.329377,0.443498,0.572124,0.7007,0.829326,0,0
ex36,3079,3079,53843,17.4872,7.34248,6,37,6.16667,2.11584,2.11584,2.11584,2.11584,2.11584,2.11584,2.11584,2.11584,1.82991,1.42962,0.047418,0.103605,0.175057,0.258201,0.345567,0.439104,0.548555,0.665151,0.805132,17.4872,7.34248,6,37,6.16667,2.11584,2.11584,2.11584,2.11584,2.11584,2.11584,2.11584,2.11584,1.82991,1.42962,0.047418,0.103605,0.175057,0.258201,0.345567,0.439104,0.548555,0.665151,0.805132,0,0
ex37,3565,3565,67591,18.9596,20.3234,1,85,85,4.48322,4.48322,4.48322,4.48322,4.48322,4.48322,3.95578,3.95578,2.63719,2.63719,0.0246844,0.0563815,0.0942496,0.135203,0.178682,0.234502,0.297616,0.362693,0.448808,18.9596,20.3234,1,85,85,4.48322,4.48322,4.48322,4.48322,4.48322,4.48322,3.95578,3.95578,2.63719,2.63719,0.0246844,0.0563815,0.0942496,0.135203,0.178682,0.234502,0.297616,0.362693,0.448808,0,0
ex3sta1,16782,16782,678998,40.4599,24.1991,9,339,37.6667,8.37867,8.37867,8.37867,8.37867,8.37867,8.37867,7.39003,5.19032,1.30994,1.30994,0.0439757,0.121082,0.202419,0.285008,0.367596,0.453522,0.54338,0.639435,0.779287,40.4599,24.1991,9,339,37.6667,8.37867,8.37867,8.37867,8.37867,8.37867,8.37867,7.39003,5.19032,1.30994,1.30994,0.0439757,0.121082,0.202419,0.285008,0.367596,0.453522,0.54338,0.639435,0.779287,0,0
ex4,1601,1601,32299,20.1743,7.76764,7,37,5.28571,1.83402,1.83402,1.83402,1.83402,1.83402,1.83402,1.83402,1.83402,1.58618,1.04093,0.0549656,0.109307,0.174891,0.271081,0.36727,0.465334,0.571518,0.680824,0.820737,20.1743,7.76764,7,37,5.28571,1.83402,1.83402,1.83402,1.83402,1.83402,1.83402,1.83402,1.83402,1.58618,1.04093,0.0549656,0.109307,0.174891,0.271081,0.36727,0.465334,0.571518,0.680824,0.820737,0,0
EX4,2600,2600,71760,27.6,1.62481,24,30,1.25,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,0.0923077,0.184231,0.281538,0.38,0.478846,0.577308,0.677692,0.783846,0.89,27.6,1.62481,24,30,1.25,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,1.08696,0.0923077,0.184231,0.281538,0.38,0.478846,0.577308,0.677692,0.783846,0.89,0,0
